73.97.57.161,"GET /content/images/2017/09/Confluent---16.png HTTP/1.1",200
45.29.136.185,"GET /2018/08/02/kafka-listeners-explained/ HTTP/1.1",301
45.29.136.185,"GET /2018/08/02/kafka-listeners-explained/ HTTP/1.1",200
45.29.136.185,"GET /assets/css/screen.css?v=41d65e1a14 HTTP/1.1",200
45.29.136.185,"GET /assets/js/jquery.fitvids.js?v=41d65e1a14 HTTP/1.1",200
45.29.136.185,"GET /assets/js/index.js?v=41d65e1a14 HTTP/1.1",200
45.29.136.185,"GET /content/images/2018/08/docker01.png HTTP/1.1",200
45.29.136.185,"GET /content/images/2018/08/aws02.png HTTP/1.1",200
45.29.136.185,"GET /content/images/2018/08/aws01-1.png HTTP/1.1",200
45.29.136.185,"GET /assets/fonts/casper-icons.woff?v=1 HTTP/1.1",200
45.29.136.185,"GET /content/images/2018/08/IMG_4351.jpg HTTP/1.1",200
45.29.136.185,"GET /content/images/2016/02/IMG_4810-copy.jpg HTTP/1.1",200
45.29.136.185,"GET /content/images/2018/08/IMG_3838-1.jpg HTTP/1.1",200
45.29.136.185,"GET /content/images/2018/06/IMG_0257.jpg HTTP/1.1",200
45.29.136.185,"GET /favicon.ico HTTP/1.1",200
220.181.108.90,"GET /2018/01/03/kafka-adminclient-connection-to-node-1-could-not-be-established-broker-may-not-be-available/ HTTP/1.1",200
111.206.198.98,"GET /content/images/2018/01/cow-and-calf.jpg HTTP/1.1",200
111.206.221.34,"GET /content/images/2017/11/oggkaf01_sm.jpg HTTP/1.1",200
111.206.221.12,"GET /content/images/2018/02/IMG_8617.JPG HTTP/1.1",200
46.229.168.142,"GET /robots.txt HTTP/1.1",200
46.229.168.143,"GET /tag/jisql/ HTTP/1.1",200
18.220.180.112,"GET / HTTP/1.1",200
147.135.225.194,"GET /content/images/2017/09/screenshot.png HTTP/1.1",200
46.229.168.129,"GET /tag/wrangling/ HTTP/1.1",200
159.65.182.164,"GET /rss/ HTTP/1.1",301
159.65.182.164,"GET /rss/ HTTP/1.1",304
92.247.181.9,"GET /rss/ HTTP/1.1",200
51.15.164.30,"HEAD /2016/05/05/collection-of-articles-on-how-to-write-a-good-conference-abstract/ HTTP/1.1",200
133.237.7.91,"GET /2018/08/02/kafka-listeners-explained/ HTTP/1.1",301
133.237.7.91,"GET /2018/08/02/kafka-listeners-explained/ HTTP/1.1",200
133.237.7.91,"GET /content/images/2018/08/aws01-1.png HTTP/1.1",200
133.237.7.91,"GET /content/images/2018/08/aws02.png HTTP/1.1",200
133.237.7.91,"GET /content/images/2018/06/IMG_0257.jpg HTTP/1.1",200
133.237.7.91,"GET /content/images/2018/08/IMG_3838-1.jpg HTTP/1.1",200
133.237.7.91,"GET /content/images/2018/08/docker01.png HTTP/1.1",200
133.237.7.91,"GET /content/images/2018/08/IMG_4351.jpg HTTP/1.1",200
